learner_id,proficiency_level,learning_goal,session_num,activity_type,content_difficulty,prev_score,real_time_score,engagement_level,adaptive_action,path_updated,reward_signal,next_proficiency
L0099,Advanced,Writing,18,Grammar,5.75,59.37,63.71,0.93,Advance,True,0.21,1.11
L0037,Intermediate,JLPT N4,13,Listening,8.81,94.39,100.0,0.46,Repeat,True,0.27,1.97
L0028,Intermediate,Writing,7,Grammar,5.19,72.56,65.86,0.9,Revise,True,-0.32,1.58
L0003,Intermediate,Reading,3,Grammar,3.78,61.91,56.43,0.95,Repeat,False,-0.27,1.73
L0073,Advanced,Conversational,8,Grammar,1.0,83.98,77.05,0.96,Advance,True,-0.33,1.93
L0036,Beginner,JLPT N5,12,Grammar,7.36,72.91,67.6,0.77,Test,True,-0.26,1.77
L0037,Intermediate,Writing,9,Grammar,5.27,44.97,70.27,0.83,Test,False,0.85,1.83
L0054,Advanced,Writing,13,Vocabulary,5.59,75.63,89.17,0.41,Repeat,False,0.59,2.03
L0017,Intermediate,Reading,1,Grammar,2.24,73.75,63.75,0.96,Revise,False,-0.46,1.48
L0006,Intermediate,JLPT N5,14,Grammar,6.4,72.72,77.02,0.3,Repeat,True,0.21,2.04
L0023,Advanced,Reading,16,Kanji,7.74,79.11,97.98,0.95,Repeat,False,0.74,2.0
L0031,Advanced,Reading,18,Vocabulary,7.34,64.52,58.53,0.66,Repeat,True,-0.29,1.36
L0062,Intermediate,JLPT N4,20,Vocabulary,4.25,100.0,95.67,0.74,Revise,False,-0.21,2.02
L0042,Beginner,JLPT N5,1,Kanji,3.45,80.4,76.12,0.84,Test,True,-0.21,1.35
L0020,Advanced,JLPT N4,8,Listening,3.37,61.81,74.02,0.57,Advance,False,0.54,1.64
L0049,Advanced,Reading,11,Kanji,8.82,82.96,85.75,0.9,Test,True,0.14,1.57
L0038,Beginner,Reading,8,Vocabulary,4.65,80.03,81.01,0.84,Revise,False,0.05,2.07
L0011,Advanced,Reading,3,Grammar,1.65,60.15,47.82,0.33,Test,False,-0.55,1.28
L0057,Intermediate,JLPT N4,7,Vocabulary,6.39,48.07,36.34,0.89,Repeat,True,-0.53,1.59
L0052,Advanced,JLPT N4,5,Grammar,5.66,78.0,68.37,0.97,Repeat,False,-0.45,1.49
L0048,Beginner,JLPT N5,20,Kanji,5.94,99.22,91.08,0.86,Revise,False,-0.39,1.52
L0053,Beginner,Conversational,3,Vocabulary,4.14,57.69,57.88,0.99,Test,True,0.01,1.62
L0063,Beginner,Conversational,16,Vocabulary,2.22,66.74,61.77,0.8,Repeat,True,-0.24,1.49
L0028,Intermediate,Reading,14,Kanji,6.7,68.42,55.29,0.42,Advance,False,-0.58,1.72
L0076,Advanced,Reading,5,Kanji,4.61,92.18,88.23,0.8,Advance,False,-0.19,2.0
L0011,Intermediate,JLPT N4,18,Kanji,7.27,53.41,45.16,0.43,Advance,True,-0.39,1.33
L0019,Advanced,Writing,20,Vocabulary,5.46,95.69,95.06,0.51,Advance,True,-0.03,1.58
L0056,Advanced,JLPT N4,20,Grammar,6.55,90.58,72.53,0.55,Test,True,-0.72,2.0
L0062,Beginner,Writing,11,Kanji,7.53,57.31,62.74,0.87,Revise,True,0.27,1.67
L0005,Intermediate,JLPT N5,8,Kanji,6.46,74.33,57.78,0.31,Advance,True,-0.68,1.39
L0041,Beginner,JLPT N5,11,Vocabulary,4.75,71.4,60.1,0.38,Repeat,True,-0.51,2.08
L0017,Advanced,Writing,13,Kanji,2.15,76.64,78.55,0.79,Repeat,True,0.1,1.84
L0080,Beginner,Conversational,19,Vocabulary,5.85,100.0,82.56,0.96,Revise,True,-0.7,1.94
L0002,Advanced,Writing,9,Listening,3.85,63.7,48.65,0.99,Revise,True,-0.64,1.51
L0017,Advanced,JLPT N5,1,Kanji,5.97,46.79,57.62,0.87,Advance,False,0.49,1.48
L0034,Intermediate,Conversational,6,Listening,5.28,72.85,61.0,0.88,Revise,False,-0.53,1.65
L0042,Intermediate,Conversational,16,Kanji,7.47,69.03,63.47,0.87,Revise,True,-0.27,1.37
L0003,Beginner,Reading,13,Vocabulary,1.26,64.17,66.08,0.67,Revise,False,0.09,1.75
L0008,Beginner,Reading,15,Kanji,1.0,60.13,64.66,0.98,Repeat,False,0.22,1.45
L0037,Intermediate,Conversational,17,Listening,3.56,58.57,74.07,0.33,Repeat,False,0.65,1.75
L0066,Beginner,Writing,3,Kanji,4.57,60.55,38.69,0.88,Test,True,-0.8,1.62
L0045,Advanced,Writing,8,Vocabulary,3.73,42.13,58.09,0.67,Advance,True,0.66,1.51
L0069,Beginner,Writing,14,Kanji,3.19,59.38,64.04,0.32,Test,True,0.23,1.29
L0035,Intermediate,Writing,16,Vocabulary,4.81,62.06,46.92,0.65,Revise,True,-0.64,1.53
L0098,Intermediate,JLPT N5,11,Listening,3.25,53.28,30.72,0.52,Revise,True,-0.81,1.17
L0018,Beginner,Writing,16,Listening,7.93,61.58,81.47,0.6,Advance,True,0.76,1.88
L0056,Advanced,Conversational,2,Vocabulary,4.4,74.11,75.63,0.89,Advance,True,0.08,2.01
L0100,Intermediate,Conversational,14,Kanji,5.51,64.42,35.98,0.47,Advance,True,-0.89,1.36
L0012,Advanced,Reading,9,Listening,6.35,43.53,41.27,0.49,Repeat,False,-0.11,1.4
L0093,Intermediate,Writing,11,Grammar,7.0,86.27,75.08,0.45,Repeat,True,-0.51,1.6
L0091,Beginner,JLPT N5,6,Listening,2.86,67.4,82.28,0.62,Test,True,0.63,1.53
L0033,Intermediate,Reading,10,Grammar,5.15,64.95,77.78,0.38,Test,True,0.57,2.0
L0003,Intermediate,Reading,9,Grammar,4.61,84.24,92.76,0.84,Revise,False,0.4,1.93
L0051,Beginner,JLPT N4,2,Grammar,4.4,51.86,55.75,0.36,Test,True,0.19,1.61
L0034,Advanced,JLPT N5,9,Vocabulary,3.84,66.63,72.99,0.96,Repeat,True,0.31,1.63
L0032,Advanced,Reading,7,Grammar,4.25,62.39,56.45,0.33,Revise,True,-0.29,1.54
L0042,Advanced,Conversational,17,Listening,3.62,85.68,93.91,0.55,Advance,True,0.39,1.73
L0012,Beginner,JLPT N4,4,Listening,5.08,76.65,86.16,0.49,Test,False,0.44,1.66
L0071,Beginner,Reading,7,Listening,5.08,53.42,41.8,0.46,Advance,True,-0.52,1.36
L0003,Intermediate,Writing,17,Listening,6.27,61.77,41.91,0.91,Revise,True,-0.76,1.3
L0091,Beginner,JLPT N5,16,Kanji,7.43,51.22,54.86,0.81,Advance,True,0.18,1.65
L0045,Intermediate,Reading,15,Kanji,6.35,34.45,36.97,0.86,Revise,False,0.13,1.13
L0069,Beginner,Reading,20,Listening,8.37,75.13,64.68,0.39,Revise,True,-0.48,1.3
L0033,Intermediate,Writing,18,Kanji,8.14,57.11,62.36,0.48,Test,True,0.26,1.4
L0098,Intermediate,Reading,20,Listening,4.37,79.15,74.46,0.47,Test,True,-0.23,1.46
L0071,Advanced,Writing,15,Grammar,4.12,75.33,65.79,0.33,Test,True,-0.44,1.68
L0020,Beginner,Writing,11,Kanji,7.8,52.87,49.11,0.99,Advance,True,-0.19,1.45
L0013,Advanced,JLPT N5,10,Listening,2.93,70.19,65.55,0.83,Test,False,-0.23,1.45
L0061,Intermediate,Conversational,19,Grammar,1.63,39.03,54.43,0.65,Repeat,False,0.65,1.77
L0021,Advanced,Reading,16,Listening,6.86,78.14,92.84,0.31,Advance,False,0.63,1.99
L0062,Advanced,JLPT N4,18,Listening,4.61,45.06,31.01,0.76,Repeat,False,-0.61,1.3
L0023,Advanced,Conversational,10,Vocabulary,5.92,89.64,82.43,0.5,Advance,True,-0.35,1.83
L0054,Intermediate,JLPT N5,18,Listening,6.8,76.77,88.6,0.72,Test,True,0.53,1.65
L0005,Advanced,Writing,2,Vocabulary,6.37,69.17,80.77,0.76,Test,False,0.52,1.55
L0049,Intermediate,Reading,15,Vocabulary,7.15,74.88,72.02,0.95,Advance,False,-0.14,1.3
L0023,Advanced,JLPT N4,8,Kanji,7.39,77.17,76.55,0.84,Test,False,-0.03,2.01
L0083,Beginner,Conversational,19,Kanji,2.44,72.84,82.92,0.98,Advance,True,0.47,1.58
L0026,Intermediate,Conversational,15,Kanji,5.37,84.07,84.19,0.35,Repeat,True,0.01,2.42
L0091,Intermediate,Reading,14,Vocabulary,5.75,74.67,76.0,0.99,Advance,False,0.07,1.73
L0035,Advanced,Writing,14,Grammar,1.82,83.11,86.85,0.71,Advance,True,0.18,2.09
L0069,Advanced,Conversational,13,Kanji,3.24,59.32,71.18,0.72,Advance,True,0.53,2.0
L0082,Beginner,Conversational,14,Kanji,3.19,87.59,94.25,0.54,Repeat,True,0.32,2.33
L0089,Intermediate,Conversational,15,Vocabulary,5.46,79.7,77.54,0.81,Test,True,-0.11,1.6
L0014,Beginner,JLPT N4,14,Kanji,3.17,90.33,100.0,0.97,Advance,True,0.45,2.03
L0068,Beginner,Conversational,3,Listening,5.25,83.87,79.43,0.77,Test,False,-0.22,2.03
L0097,Advanced,Writing,5,Kanji,2.22,61.07,58.24,0.37,Repeat,True,-0.14,1.46
L0065,Advanced,JLPT N4,11,Grammar,3.41,67.24,47.62,0.63,Advance,True,-0.75,1.4
L0088,Advanced,Writing,1,Listening,8.35,55.82,44.28,0.39,Advance,False,-0.52,1.67
L0084,Beginner,Conversational,3,Grammar,6.69,88.1,89.99,0.48,Advance,True,0.09,1.7
L0073,Beginner,Reading,7,Vocabulary,5.0,86.25,93.7,0.43,Revise,False,0.36,2.22
L0019,Intermediate,Conversational,20,Vocabulary,7.89,69.42,62.03,0.69,Revise,True,-0.35,1.48
L0048,Advanced,JLPT N4,16,Grammar,3.04,54.12,63.34,0.76,Revise,True,0.43,1.48
L0010,Intermediate,Writing,16,Kanji,5.39,56.44,40.95,0.75,Advance,True,-0.65,1.46
L0039,Intermediate,Writing,11,Grammar,5.0,61.16,50.24,0.52,Advance,False,-0.5,1.67
L0019,Advanced,JLPT N5,10,Listening,2.79,72.03,82.14,0.54,Advance,True,0.47,1.97
L0064,Beginner,Conversational,19,Kanji,4.25,67.67,75.33,0.53,Test,False,0.37,1.96
L0093,Beginner,JLPT N5,4,Kanji,7.85,61.31,38.75,0.95,Repeat,True,-0.81,1.15
L0094,Intermediate,JLPT N5,13,Grammar,5.44,55.32,54.44,0.34,Advance,False,-0.04,1.61
L0023,Advanced,JLPT N4,19,Kanji,5.0,59.17,62.25,0.3,Test,True,0.15,1.62
L0079,Advanced,JLPT N5,15,Vocabulary,3.38,100.0,90.29,0.59,Repeat,False,-0.45,1.45
L0073,Advanced,Writing,7,Listening,5.8,71.97,71.19,0.72,Revise,True,-0.04,1.47
L0061,Intermediate,Reading,18,Grammar,1.63,54.64,51.84,0.41,Revise,False,-0.14,1.33
L0074,Advanced,Reading,17,Grammar,8.0,83.63,75.93,0.38,Test,True,-0.37,1.71
L0005,Intermediate,Writing,19,Grammar,5.55,42.1,50.91,0.4,Repeat,True,0.41,1.85
L0020,Intermediate,Writing,16,Vocabulary,7.12,72.51,86.25,0.67,Revise,True,0.6,1.55
L0024,Intermediate,JLPT N4,14,Vocabulary,6.01,92.34,100.0,0.88,Revise,False,0.37,1.92
L0018,Beginner,Conversational,18,Listening,3.07,60.83,49.15,0.99,Test,True,-0.53,1.73
L0064,Advanced,JLPT N5,13,Grammar,8.08,46.31,44.89,0.6,Advance,False,-0.07,1.73
L0077,Advanced,Writing,5,Kanji,5.8,62.66,47.2,0.91,Repeat,True,-0.65,1.7
L0073,Intermediate,Reading,12,Vocabulary,3.82,82.66,80.91,0.75,Test,False,-0.09,1.6
L0068,Advanced,JLPT N4,12,Grammar,5.26,61.16,58.81,0.45,Advance,True,-0.12,1.75
L0063,Advanced,Reading,1,Grammar,4.15,77.07,63.33,0.49,Revise,False,-0.6,1.58
L0049,Intermediate,Writing,2,Vocabulary,5.51,90.77,95.21,0.85,Repeat,False,0.22,2.17
L0048,Advanced,Conversational,16,Kanji,4.78,71.82,69.48,0.63,Repeat,True,-0.12,1.69
L0083,Intermediate,Writing,13,Listening,5.87,76.41,69.52,0.89,Revise,False,-0.33,1.88
L0011,Intermediate,Conversational,7,Grammar,7.87,48.36,39.77,0.72,Test,True,-0.4,1.56
L0037,Intermediate,Writing,12,Grammar,5.57,32.52,8.76,0.89,Repeat,False,-0.83,1.02
L0080,Beginner,Conversational,20,Listening,4.54,69.82,70.3,0.66,Repeat,True,0.02,1.62
L0051,Beginner,JLPT N4,3,Kanji,5.31,85.35,87.11,0.75,Revise,False,0.09,1.6
L0033,Intermediate,Reading,1,Kanji,6.82,44.0,23.35,0.96,Repeat,False,-0.77,1.0
L0044,Advanced,JLPT N4,17,Grammar,6.29,81.17,71.94,0.34,Test,False,-0.43,1.82
L0067,Beginner,Reading,6,Grammar,5.64,71.97,68.63,0.69,Advance,False,-0.17,1.48
L0014,Beginner,Reading,18,Vocabulary,3.08,77.54,75.95,0.84,Repeat,True,-0.08,1.68
L0026,Advanced,JLPT N4,9,Vocabulary,4.28,69.04,58.93,0.37,Revise,True,-0.47,1.49
L0089,Beginner,JLPT N4,3,Vocabulary,5.1,77.36,64.51,0.34,Revise,True,-0.57,1.64
L0060,Intermediate,Writing,18,Listening,6.24,85.6,71.56,0.95,Revise,False,-0.61,2.24
L0034,Advanced,JLPT N4,15,Kanji,9.02,55.14,65.04,0.53,Repeat,False,0.46,1.74
L0074,Intermediate,Conversational,14,Vocabulary,9.61,67.32,74.08,0.31,Test,False,0.33,2.03
L0039,Advanced,Conversational,19,Kanji,7.44,56.85,73.97,0.88,Test,False,0.69,1.39
L0064,Advanced,Writing,20,Listening,3.41,76.37,89.16,0.58,Revise,False,0.56,1.45
L0091,Beginner,Reading,16,Grammar,7.56,79.5,84.58,0.6,Revise,False,0.25,2.17
L0071,Intermediate,JLPT N5,9,Listening,3.84,52.39,50.41,0.59,Advance,True,-0.1,1.92
L0098,Beginner,JLPT N5,13,Vocabulary,7.99,97.87,96.83,0.69,Repeat,True,-0.05,1.72
L0098,Advanced,JLPT N4,13,Kanji,3.93,80.74,74.79,0.79,Repeat,False,-0.29,1.74
L0063,Intermediate,JLPT N5,9,Vocabulary,3.91,92.84,93.45,0.39,Repeat,True,0.03,1.65
L0022,Advanced,Reading,17,Vocabulary,4.2,60.82,78.92,0.66,Advance,False,0.72,1.49
L0027,Beginner,Reading,18,Listening,6.67,67.4,64.26,0.52,Advance,True,-0.16,1.6
L0063,Beginner,JLPT N5,2,Kanji,3.22,69.07,77.6,0.59,Advance,False,0.4,2.2
L0057,Intermediate,JLPT N4,13,Kanji,6.5,50.48,50.04,0.39,Advance,True,-0.02,1.14
L0086,Beginner,Reading,2,Kanji,5.45,83.56,80.59,0.82,Repeat,False,-0.15,2.07
L0057,Advanced,Conversational,19,Kanji,3.35,52.44,48.6,0.85,Revise,False,-0.19,1.41
L0036,Intermediate,Writing,18,Kanji,6.05,42.48,26.92,0.73,Repeat,False,-0.65,1.64
L0068,Advanced,Writing,16,Vocabulary,6.12,57.84,65.32,0.71,Revise,True,0.36,1.84
L0025,Advanced,Reading,20,Grammar,7.46,45.39,55.38,0.52,Advance,False,0.46,1.49
L0072,Beginner,JLPT N4,4,Kanji,3.27,51.85,69.56,0.76,Advance,True,0.71,1.79
L0039,Advanced,JLPT N4,15,Kanji,7.52,87.2,77.46,0.92,Repeat,False,-0.45,1.98
L0066,Intermediate,Reading,16,Vocabulary,4.22,67.61,63.68,0.55,Repeat,True,-0.19,1.36
L0070,Advanced,Reading,9,Vocabulary,3.44,86.23,72.73,0.98,Revise,True,-0.59,1.64
L0088,Intermediate,Writing,7,Vocabulary,4.59,58.9,67.56,0.41,Repeat,True,0.41,1.62
L0026,Advanced,JLPT N5,18,Grammar,4.2,67.68,86.94,0.81,Revise,False,0.75,1.66
L0040,Advanced,JLPT N4,3,Kanji,3.63,43.31,56.21,0.46,Advance,False,0.57,1.71
L0074,Advanced,Conversational,19,Listening,6.64,70.68,75.33,0.86,Revise,False,0.23,1.84
L0016,Advanced,JLPT N4,12,Grammar,1.98,52.65,52.42,0.38,Advance,True,-0.01,1.38
L0063,Intermediate,Reading,8,Kanji,5.36,58.62,87.82,0.95,Advance,True,0.9,1.7
L0047,Intermediate,Conversational,7,Listening,5.82,78.26,82.71,0.96,Test,True,0.22,1.66
L0074,Beginner,JLPT N4,17,Grammar,2.72,80.77,72.76,0.34,Test,True,-0.38,1.52
L0077,Beginner,JLPT N5,11,Grammar,4.74,75.11,87.14,0.87,Repeat,False,0.54,2.03
L0054,Intermediate,Conversational,20,Vocabulary,6.89,59.44,51.83,0.75,Advance,False,-0.36,1.55
L0051,Beginner,Writing,3,Kanji,4.87,71.09,71.83,0.63,Test,True,0.04,1.69
L0062,Advanced,JLPT N5,6,Kanji,6.08,84.68,72.44,0.7,Revise,True,-0.55,2.06
L0051,Intermediate,Conversational,17,Kanji,7.55,67.72,73.06,0.37,Revise,True,0.26,1.9
L0025,Beginner,Conversational,20,Grammar,8.7,65.78,57.97,0.73,Advance,True,-0.37,1.49
L0045,Intermediate,Conversational,14,Grammar,3.97,66.87,75.97,0.46,Repeat,True,0.43,1.68
L0084,Advanced,JLPT N4,15,Kanji,6.99,59.06,48.83,0.31,Repeat,True,-0.47,1.43
L0064,Beginner,JLPT N4,17,Kanji,5.38,44.89,41.19,0.62,Test,True,-0.18,1.34
L0063,Intermediate,JLPT N4,6,Grammar,4.7,60.41,34.22,0.91,Test,False,-0.86,1.06
L0090,Beginner,Reading,20,Kanji,7.8,64.27,69.37,0.75,Test,True,0.25,1.6
L0035,Advanced,JLPT N4,17,Vocabulary,4.16,59.76,71.96,0.52,Test,True,0.54,1.88
L0056,Advanced,Writing,5,Kanji,7.23,40.82,52.14,0.37,Test,False,0.51,1.51
L0065,Beginner,Writing,11,Listening,3.57,77.82,81.04,0.6,Advance,False,0.16,1.84
L0076,Intermediate,Writing,4,Vocabulary,1.0,72.68,86.97,0.8,Revise,False,0.61,1.57
L0059,Intermediate,JLPT N5,9,Kanji,5.57,72.53,69.95,0.83,Test,True,-0.13,1.62
L0046,Intermediate,JLPT N5,17,Grammar,7.51,63.28,56.35,0.77,Test,False,-0.33,1.17
L0067,Advanced,JLPT N5,10,Listening,5.62,76.46,75.51,0.67,Revise,True,-0.05,1.76
L0078,Intermediate,JLPT N5,4,Vocabulary,4.98,74.45,76.93,0.99,Advance,False,0.12,1.44
L0085,Beginner,Reading,20,Grammar,4.17,79.71,91.1,0.53,Test,False,0.51,1.93
L0073,Intermediate,JLPT N5,10,Listening,6.33,61.71,71.72,0.3,Revise,True,0.46,1.62
L0100,Beginner,Conversational,1,Listening,2.32,72.4,65.62,0.46,Test,True,-0.33,1.63
L0023,Beginner,Conversational,11,Vocabulary,4.97,83.74,76.52,0.97,Revise,False,-0.35,1.7
L0007,Advanced,Writing,16,Vocabulary,7.25,52.01,42.18,0.53,Advance,True,-0.46,1.62
L0024,Intermediate,JLPT N4,2,Kanji,5.36,89.55,95.41,0.42,Advance,False,0.28,1.87
L0007,Beginner,JLPT N4,8,Kanji,4.36,66.39,66.48,0.31,Repeat,True,0.0,1.92
L0064,Beginner,Writing,7,Kanji,3.72,56.64,48.11,0.58,Repeat,False,-0.4,1.19
L0059,Intermediate,JLPT N5,14,Grammar,9.27,51.04,41.7,0.61,Repeat,True,-0.44,1.54
L0025,Advanced,Writing,12,Listening,6.31,82.16,72.22,0.68,Revise,True,-0.46,1.81
L0018,Intermediate,JLPT N5,6,Vocabulary,3.73,79.97,73.17,0.98,Repeat,False,-0.33,1.57
L0015,Intermediate,JLPT N5,1,Kanji,6.11,67.99,72.02,0.38,Repeat,True,0.2,1.61
L0016,Intermediate,Reading,6,Kanji,7.63,61.52,73.49,0.43,Repeat,True,0.54,1.44
L0019,Intermediate,Writing,2,Vocabulary,8.11,32.77,39.96,0.79,Revise,True,0.34,1.51
L0005,Beginner,JLPT N5,11,Kanji,4.59,62.08,72.44,0.55,Advance,False,0.48,1.44
L0062,Intermediate,JLPT N4,7,Vocabulary,6.07,83.87,68.17,0.6,Test,True,-0.66,1.74
L0068,Beginner,Writing,19,Grammar,3.44,54.63,66.46,0.79,Revise,False,0.53,2.0
L0030,Beginner,JLPT N5,15,Kanji,6.6,84.66,83.36,0.63,Advance,False,-0.06,1.56
L0056,Beginner,Reading,4,Kanji,1.0,77.7,73.88,0.35,Advance,True,-0.19,1.48
L0074,Advanced,JLPT N4,1,Kanji,5.9,80.61,73.6,0.44,Repeat,True,-0.34,1.69
L0098,Advanced,JLPT N4,8,Listening,5.43,48.53,54.19,0.58,Repeat,False,0.28,1.45
L0042,Beginner,Reading,9,Vocabulary,3.44,65.27,84.03,0.8,Advance,False,0.73,2.16
L0014,Beginner,Reading,18,Vocabulary,5.28,84.94,71.04,0.42,Repeat,True,-0.6,1.74
L0016,Advanced,JLPT N5,5,Vocabulary,2.42,76.44,76.45,0.71,Advance,True,0.0,1.73
L0041,Advanced,Writing,15,Vocabulary,4.52,44.95,52.39,0.94,Revise,True,0.36,1.36
L0090,Intermediate,JLPT N5,14,Listening,4.87,78.04,56.08,0.94,Test,False,-0.8,1.53
L0041,Advanced,Writing,17,Grammar,3.79,43.75,54.97,0.86,Revise,False,0.51,1.36
L0009,Beginner,Reading,3,Listening,1.67,85.74,80.07,0.82,Revise,True,-0.28,1.81
L0057,Intermediate,Reading,1,Vocabulary,4.75,61.46,55.92,0.82,Revise,True,-0.27,1.95
L0073,Advanced,JLPT N4,6,Listening,2.73,77.32,80.29,0.44,Advance,True,0.15,2.13
L0041,Intermediate,Writing,7,Kanji,4.06,69.77,61.33,0.67,Revise,True,-0.4,1.56
L0081,Beginner,Reading,11,Vocabulary,7.45,76.82,99.46,0.78,Revise,False,0.81,2.13
L0002,Beginner,Conversational,12,Vocabulary,4.47,64.95,74.56,0.69,Advance,True,0.45,1.84
L0094,Intermediate,JLPT N4,20,Grammar,8.82,68.91,66.4,0.52,Test,True,-0.13,1.88
L0019,Beginner,Reading,12,Listening,3.86,72.95,83.03,0.72,Repeat,False,0.47,1.72
L0028,Beginner,Conversational,19,Kanji,5.48,49.81,36.28,0.9,Revise,False,-0.59,1.44
L0068,Intermediate,Reading,5,Grammar,6.08,76.42,73.62,0.42,Repeat,True,-0.14,1.48
L0001,Beginner,Conversational,5,Vocabulary,5.31,42.48,49.3,0.79,Repeat,True,0.33,1.59
L0018,Intermediate,Writing,10,Vocabulary,3.54,98.36,98.85,0.48,Advance,True,0.02,2.14
L0083,Intermediate,JLPT N5,9,Vocabulary,6.16,78.15,71.2,0.42,Repeat,False,-0.33,1.71
L0062,Intermediate,JLPT N4,2,Vocabulary,7.92,47.56,48.33,0.71,Repeat,True,0.04,1.51
L0037,Beginner,Writing,8,Grammar,4.69,39.1,23.24,0.4,Revise,False,-0.66,1.1
L0058,Intermediate,Conversational,4,Listening,6.11,61.78,81.01,0.61,Test,True,0.75,1.66
L0095,Beginner,JLPT N5,12,Grammar,6.1,67.08,67.13,0.53,Advance,False,0.0,1.84
L0073,Beginner,Reading,6,Kanji,5.31,72.14,80.63,0.33,Test,True,0.4,1.72
L0011,Beginner,Reading,6,Vocabulary,8.29,75.41,66.77,0.98,Revise,False,-0.41,1.66
L0005,Advanced,JLPT N4,6,Listening,2.27,78.89,51.84,0.35,Repeat,True,-0.87,1.39
L0016,Intermediate,JLPT N4,20,Kanji,4.02,79.5,79.73,0.84,Revise,True,0.01,1.52
L0015,Advanced,Writing,10,Vocabulary,3.03,72.98,72.19,0.89,Revise,False,-0.04,1.61
L0061,Advanced,JLPT N4,18,Grammar,4.55,57.36,67.37,0.54,Revise,True,0.46,1.74
L0005,Beginner,Writing,18,Kanji,2.53,53.17,50.4,0.37,Repeat,False,-0.14,1.34
L0015,Advanced,Conversational,20,Grammar,6.41,100.0,100.0,0.89,Advance,False,0.0,1.63
L0083,Intermediate,Reading,18,Vocabulary,2.7,27.41,19.32,0.52,Repeat,True,-0.38,1.38
L0049,Beginner,Conversational,2,Vocabulary,4.96,59.67,61.71,0.68,Repeat,True,0.1,1.77
L0015,Advanced,Conversational,13,Kanji,2.87,59.58,50.03,0.83,Repeat,False,-0.44,1.51
L0013,Intermediate,Writing,2,Vocabulary,7.74,45.51,47.86,0.95,Advance,False,0.12,1.37
L0027,Beginner,Writing,12,Vocabulary,5.44,54.85,49.83,0.92,Revise,False,-0.25,1.78
L0068,Beginner,JLPT N5,5,Kanji,6.23,57.08,47.92,0.89,Advance,False,-0.43,1.25
L0060,Intermediate,JLPT N5,7,Listening,6.53,86.91,77.77,0.83,Test,False,-0.43,1.66
L0076,Intermediate,Reading,1,Kanji,6.33,55.18,38.97,0.61,Repeat,True,-0.67,1.32
L0019,Advanced,Conversational,7,Listening,4.22,65.42,71.75,0.6,Repeat,False,0.31,1.58
L0023,Advanced,JLPT N4,16,Listening,3.83,84.92,59.35,0.74,Repeat,True,-0.86,1.62
L0025,Advanced,Conversational,3,Listening,2.8,91.31,90.17,0.53,Revise,False,-0.06,1.95
L0045,Beginner,Writing,9,Listening,6.19,61.15,59.83,0.57,Advance,False,-0.07,1.61
L0039,Advanced,Reading,19,Listening,2.99,44.36,50.87,0.75,Test,True,0.31,1.24
L0088,Advanced,Reading,18,Vocabulary,5.59,94.98,82.12,0.72,Test,True,-0.57,2.0
L0088,Beginner,Reading,9,Grammar,4.24,61.87,66.12,0.46,Advance,True,0.21,1.62
L0056,Intermediate,JLPT N4,2,Kanji,2.46,68.52,56.94,0.34,Repeat,False,-0.52,1.23
L0057,Intermediate,Reading,3,Vocabulary,8.59,81.95,88.32,0.48,Repeat,False,0.31,1.56
L0056,Intermediate,JLPT N4,17,Listening,7.14,89.08,87.97,0.99,Revise,True,-0.06,1.8
L0070,Beginner,Writing,19,Vocabulary,7.32,70.71,49.0,0.68,Test,False,-0.8,1.39
L0073,Beginner,Writing,13,Grammar,4.74,86.57,63.0,0.98,Repeat,True,-0.83,1.53
L0036,Intermediate,Conversational,17,Listening,3.47,69.48,47.5,0.91,Advance,False,-0.8,1.74
L0038,Intermediate,JLPT N4,20,Listening,1.28,71.68,83.15,0.51,Advance,False,0.52,1.81
L0089,Intermediate,Writing,18,Grammar,5.11,50.3,48.34,0.87,Advance,True,-0.1,1.35
L0079,Beginner,Writing,10,Vocabulary,1.04,62.47,61.76,0.48,Revise,False,-0.04,1.49
L0060,Intermediate,JLPT N5,19,Vocabulary,2.87,70.92,72.03,0.84,Revise,True,0.06,1.8
L0055,Advanced,JLPT N5,17,Kanji,4.8,53.38,40.29,0.32,Test,False,-0.57,1.79
L0028,Beginner,JLPT N5,4,Kanji,3.06,72.32,84.65,0.85,Revise,False,0.55,2.24
L0040,Beginner,Writing,4,Vocabulary,1.0,62.56,73.53,0.95,Repeat,False,0.5,1.42
L0045,Intermediate,Reading,14,Listening,1.0,78.57,81.0,0.5,Revise,False,0.12,1.59
L0084,Advanced,JLPT N4,19,Listening,5.22,60.61,65.55,0.48,Repeat,True,0.24,1.08
L0001,Beginner,Reading,20,Listening,8.65,66.43,51.82,0.54,Revise,True,-0.62,1.39
L0023,Intermediate,JLPT N4,9,Kanji,4.36,70.37,66.98,0.79,Revise,False,-0.17,1.34
L0028,Advanced,Writing,17,Vocabulary,5.84,65.09,64.33,0.37,Advance,True,-0.04,1.61
L0062,Beginner,JLPT N5,5,Kanji,5.55,70.13,54.42,0.84,Revise,True,-0.66,1.82
L0091,Beginner,Writing,3,Listening,4.88,67.34,81.76,0.54,Repeat,False,0.62,1.83
L0004,Beginner,JLPT N5,20,Vocabulary,3.48,59.18,42.01,0.31,Test,False,-0.7,1.43
L0084,Advanced,JLPT N5,7,Listening,1.0,78.87,79.59,0.9,Test,False,0.04,1.89
